date,Plant ID,diversion_rate_kgM,withdrawal_rate_kgM,discharge_rate_kgM,consumption_rate_kgM,avg_intake_temp_C,max_intake_temp_C,avg_discharge_temp_C,max_discharge_temp_C,Nameplate Capacity (MW),Plant Name,State,max_withdrawal_rate_kgM
2016-01-01,46,0.0,354826618214.39996,354761997350.4,64620863.99999999,10.0,15.0,15.0,59.0,3494.0,Browns Ferry,AL,332301344317.056
2016-02-01,46,0.0,332607241727.99994,331874126553.6,733115174.3999999,9.444444444444445,10.555555555555555,11.666666666666668,55.0,3494.0,Browns Ferry,AL,310862547909.50397
2016-03-01,46,0.0,355625902771.19995,354761997350.4,863905420.8,15.555555555555557,16.666666666666668,20.0,71.0,3494.0,Browns Ferry,AL,332301344317.056
2016-04-01,46,0.0,318822016895.99994,318716436095.99994,105580800.0,21.666666666666668,22.22222222222222,26.11111111111111,81.0,3494.0,Browns Ferry,AL,321581946113.28
2016-05-01,46,0.0,332082927475.2,331986247948.8,96679526.39999999,26.666666666666668,27.77777777777778,26.666666666666668,87.0,3494.0,Browns Ferry,AL,332301344317.056
2016-06-01,46,0.0,343886411520.0,343318061952.0,568349567.9999999,30.555555555555557,30.555555555555557,30.555555555555557,90.0,3494.0,Browns Ferry,AL,321581946113.28
2016-07-01,46,0.0,353043753753.6,352943717299.19995,100036454.39999999,31.111111111111114,31.666666666666668,31.666666666666668,90.0,3494.0,Browns Ferry,AL,332301344317.056
2016-08-01,46,0.0,326974186598.39996,326519490700.80005,454695897.59999996,31.666666666666668,31.666666666666668,31.666666666666668,91.0,3494.0,Browns Ferry,AL,332301344317.056
2016-09-01,46,0.0,317014148735.99994,316900283904.0,113864831.99999999,30.0,30.555555555555557,31.111111111111114,89.0,3494.0,Browns Ferry,AL,321581946113.28
2016-10-01,46,0.0,254371722739.19998,253273168051.19998,1098554687.9999998,23.88888888888889,25.0,27.222222222222225,82.0,3494.0,Browns Ferry,AL,332301344317.056
