date,Plant ID,diversion_rate_kgM,withdrawal_rate_kgM,discharge_rate_kgM,consumption_rate_kgM,avg_intake_temp_C,max_intake_temp_C,avg_discharge_temp_C,max_discharge_temp_C,Nameplate Capacity (MW),Plant Name,State,max_withdrawal_rate_kgM
2016-01-01,6251,0.0,130920192000.0,0.0,0.0,16.11111111111111,-17.77777777777778,27.77777777777778,0.0,2708.6,South Texas Project,TX,45197678591.99999
2016-02-01,6251,42284839680.0,122473728000.0,0.0,0.0,18.333333333333336,-17.77777777777778,29.444444444444446,0.0,2708.6,South Texas Project,TX,42281699328.0
2016-03-01,6251,45201035520.0,130920192000.0,0.0,0.0,21.666666666666668,-17.77777777777778,31.666666666666668,0.0,2708.6,South Texas Project,TX,45197678591.99999
2016-04-01,6251,43742937600.0,146188800000.0,0.0,0.0,24.444444444444446,-17.77777777777778,34.44444444444444,0.0,2708.6,South Texas Project,TX,43739688960.0
2016-05-01,6251,45201035520.0,151061760000.0,0.0,0.0,27.222222222222225,-17.77777777777778,37.22222222222222,0.0,2708.6,South Texas Project,TX,45197678591.99999
2016-06-01,6251,0.0,146188800000.0,0.0,0.0,30.555555555555557,-17.77777777777778,40.55555555555556,0.0,2708.6,South Texas Project,TX,43739688960.0
2016-07-01,6251,0.0,151061760000.0,0.0,0.0,31.666666666666668,-17.77777777777778,42.22222222222222,0.0,2708.6,South Texas Project,TX,45197678591.99999
2016-08-01,6251,0.0,151061760000.0,0.0,0.0,31.666666666666668,-17.77777777777778,41.66666666666667,0.0,2708.6,South Texas Project,TX,45197678591.99999
2016-09-01,6251,0.0,146188800000.0,0.0,0.0,31.111111111111114,-17.77777777777778,41.111111111111114,0.0,2708.6,South Texas Project,TX,43739688960.0
2016-10-01,6251,0.0,151061760000.0,0.0,0.0,27.222222222222225,-17.77777777777778,30.555555555555557,0.0,2708.6,South Texas Project,TX,45197678591.99999
2016-11-01,6251,0.0,126696960000.0,0.0,0.0,23.333333333333336,-17.77777777777778,30.0,0.0,2708.6,South Texas Project,TX,43739688960.0
2016-12-01,6251,0.0,130920192000.0,0.0,0.0,18.88888888888889,-17.77777777777778,30.555555555555557,0.0,2708.6,South Texas Project,TX,45197678591.99999
2017-01-01,6251,45201035520.0,4324898188.8,4324898188.8,0.0,18.333333333333336,-17.77777777777778,30.555555555555557,0.0,2708.6,South Texas Project,TX,45197678591.99999
2017-02-01,6251,40826741760.0,3906359654.3999996,3906359654.3999996,0.0,20.0,-17.77777777777778,32.22222222222222,0.0,2708.6,South Texas Project,TX,40823709695.99999
2017-03-01,6251,45201035520.0,3649148582.4,3649148582.4,0.0,22.77777777777778,-17.77777777777778,33.333333333333336,0.0,2708.6,South Texas Project,TX,45197678591.99999
2017-04-01,6251,4369420800.0,283443840.0,283443840.0,0.0,24.444444444444446,-17.77777777777778,35.0,0.0,2708.6,South Texas Project,TX,43739688960.0
2017-05-01,6251,22608910080.0,423476467.2,423476467.2,0.0,26.11111111111111,-17.77777777777778,36.66666666666667,0.0,2708.6,South Texas Project,TX,45197678591.99999
2017-06-01,6251,39373516800.0,4970419200.0,4970419200.0,0.0,29.444444444444446,-17.77777777777778,40.0,0.0,2708.6,South Texas Project,TX,43739688960.0
2017-07-01,6251,0.0,5136099840.0,5136099840.0,0.0,31.666666666666668,-17.77777777777778,42.22222222222222,0.0,2708.6,South Texas Project,TX,45197678591.99999
2017-08-01,6251,0.0,5136099840.0,5136099840.0,0.0,31.111111111111114,-17.77777777777778,41.66666666666667,0.0,2708.6,South Texas Project,TX,45197678591.99999
2017-09-01,6251,21879590400.0,4970419200.0,4970419200.0,0.0,28.88888888888889,-17.77777777777778,39.44444444444444,0.0,2708.6,South Texas Project,TX,43739688960.0
2017-10-01,6251,4515068160.0,5136099840.0,5136099840.0,0.0,27.222222222222225,-17.77777777777778,37.77777777777778,0.0,2708.6,South Texas Project,TX,45197678591.99999
2017-11-01,6251,17493926400.0,4970419200.0,4970419200.0,0.0,22.77777777777778,-17.77777777777778,33.333333333333336,0.0,2708.6,South Texas Project,TX,43739688960.0
2017-12-01,6251,0.0,4534202649.599999,4534202649.599999,0.0,18.333333333333336,-17.77777777777778,30.0,0.0,2708.6,South Texas Project,TX,45197678591.99999
2018-01-01,6251,0.0,262311025305.59995,262311025305.59995,0.0,13.88888888888889,-17.77777777777778,25.555555555555557,0.0,2708.6,South Texas Project,TX,45197678591.99999
2018-02-01,6251,0.0,236663055820.8,236663055820.8,0.0,17.77777777777778,-17.77777777777778,30.0,0.0,2708.6,South Texas Project,TX,40823709695.99999
2018-03-01,6251,0.0,251485939583.99997,251485939583.99997,0.0,22.22222222222222,-17.77777777777778,33.333333333333336,0.0,2708.6,South Texas Project,TX,45197678591.99999
2018-04-01,6251,0.0,162445806720.0,162445806720.0,0.0,22.77777777777778,-17.77777777777778,32.77777777777778,0.0,2708.6,South Texas Project,TX,43739688960.0
2018-05-01,6251,4519767859.2,312999631027.2,312999631027.2,0.0,27.77777777777778,-17.77777777777778,37.77777777777778,0.0,2708.6,South Texas Project,TX,45197678591.99999
2018-06-01,6251,21869844480.0,304735751424.0,304735751424.0,0.0,30.0,-17.77777777777778,40.55555555555556,0.0,2708.6,South Texas Project,TX,43739688960.0
2018-07-01,6251,4519767859.2,313670345241.6,313670345241.6,0.0,31.666666666666668,-17.77777777777778,41.66666666666667,0.0,2708.6,South Texas Project,TX,45197678591.99999
2018-08-01,6251,0.0,311386627123.2,311386627123.2,0.0,31.111111111111114,-17.77777777777778,41.66666666666667,0.0,2708.6,South Texas Project,TX,45197678591.99999
2018-09-01,6251,43739688960.0,286929305855.99994,286929305855.99994,0.0,30.0,-17.77777777777778,40.0,0.0,2708.6,South Texas Project,TX,43739688960.0
2018-10-01,6251,40677910732.799995,156894925939.19998,156894925939.19998,0.0,25.0,-17.77777777777778,33.88888888888889,0.0,2708.6,South Texas Project,TX,45197678591.99999
2018-11-01,6251,39365720064.0,314917963775.99994,314917963775.99994,0.0,18.88888888888889,-17.77777777777778,30.0,0.0,2708.6,South Texas Project,TX,43739688960.0
2018-12-01,6251,40677910732.799995,263351337292.79996,263351337292.79996,0.0,17.22222222222222,-17.77777777777778,28.88888888888889,0.0,2708.6,South Texas Project,TX,45197678591.99999
2019-01-01,6251,40677910732.799995,256372116134.4,0.0,40677910732.799995,16.11111111111111,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,45197678591.99999
2019-02-01,6251,4082370969.6,231454273075.19998,0.0,4082370969.6,17.22222222222222,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,40823709695.99999
2019-03-01,6251,4519767859.2,256790389363.2,0.0,4519767859.2,18.88888888888889,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,45197678591.99999
2019-04-01,6251,21869844480.0,291752074367.99994,0.0,21869844480.0,22.77777777777778,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,43739688960.0
2019-05-01,6251,22598839295.999996,300166934515.2,0.0,22598839295.999996,26.666666666666668,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,45197678591.99999
2019-06-01,6251,21869844480.0,292751518464.0,0.0,21869844480.0,30.555555555555557,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,43739688960.0
2019-07-01,6251,22598839295.999996,295693660108.8,0.0,22598839295.999996,31.111111111111114,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,45197678591.99999
2019-08-01,6251,0.0,304551586022.39996,0.0,0.0,31.666666666666668,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,45197678591.99999
2019-09-01,6251,21869844480.0,296308291967.99994,0.0,21869844480.0,30.555555555555557,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,43739688960.0
2019-10-01,6251,0.0,170481420633.6,0.0,0.0,28.333333333333336,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,45197678591.99999
2019-11-01,6251,21869844480.0,236427897600.0,0.0,21869844480.0,18.88888888888889,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,43739688960.0
2019-12-01,6251,0.0,259024424947.19998,0.0,0.0,18.333333333333336,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,45197678591.99999
2020-01-01,6251,4519767859.2,258034466880.0,0.0,4519767859.2,17.22222222222222,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,45197678591.99999
2020-02-01,6251,0.0,242979397401.59998,0.0,0.0,17.77777777777778,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,42281699328.0
2020-03-01,6251,0.0,199819796428.8,0.0,0.0,19.444444444444446,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,45197678591.99999
2020-04-01,6251,0.0,201160174463.99997,0.0,0.0,23.88888888888889,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,43739688960.0
2020-05-01,6251,0.0,306282250252.7999,0.0,0.0,26.666666666666668,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,45197678591.99999
2020-06-01,6251,0.0,289163720447.99994,0.0,0.0,30.0,-17.77777777777778,-17.77777777777778,0.0,2708.6,South Texas Project,TX,43739688960.0
