,Arkansas Nuclear One,Beaver Valley,Braidwood Generation Station,Browns Ferry,Brunswick,Byron Generating Station,Callaway,Calvert Cliffs Nuclear Power Plant,Catawba,Clinton Power Station,Columbia Generating Station,Comanche Peak,Cooper,Crystal River,Davis Besse,Diablo Canyon,Donald C Cook,Dresden Generating Station,Duane Arnold,Edwin I Hatch,Fermi,Fort Calhoun,Grand Gulf,H B Robinson,Harris,Indian Point 2,Indian Point 3,James A Fitzpatrick,Joseph M Farley,Kewaunee,LaSalle Generating Station,Limerick,McGuire,Millstone,Monticello,Nine Mile Point Nuclear Station,North Anna,Oconee,Oyster Creek,PPL Susquehanna,PSEG Hope Creek Generating Station,PSEG Salem Generating Station,Palisades,Palo Verde,Peach Bottom,Perry,Pilgrim Nuclear Power Station,Point Beach,Prairie Island,Quad Cities Generating Station,R. E. Ginna Nuclear Power Plant,River Bend Station,San Onofre,Seabrook,Sequoyah,South Texas Project,St Lucie,Surry,Three Mile Island,Turkey Point,V C Summer,Vermont Yankee,Vogtle,Waterford 3,Watts Bar Nuclear Plant,Wolf Creek Generating Station
2020 0223 23,0.0,0.0,0.0,33.35,16.31,3.04,0,50.34,0.0,1,0,0.0,0,,23,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,49.81,5.99,0.0,0.0,0,6.72,0.0,0.0,,9.5,0,0.0,0,0.0,0.0,0,,0.0,0.0,1.5,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,0.0,0,0.0,0
2020 0224 24,0.0,0.0,0.0,33.35,0.0,3.54,0,50.34,0.0,1,0,0.0,0,,25,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,49.81,6.49,0.5,0.0,0,6.72,0.0,0.0,,9.5,0,0.0,0,0.0,0.0,0,,0.0,0.0,0.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.5,0,,0.0,0,0.0,0
2020 0225 25,0.0,0.0,0.0,33.35,1.0,4.05,0,50.34,0.0,1,2,0.0,0,,25,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,49.81,6.49,0.5,0.0,0,6.72,0.0,0.0,,10.0,0,0.0,0,0.0,0.0,0,,0.0,0.0,0.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,0.0,0,0.0,0
2020 0226 26,0.0,0.0,0.0,33.35,0.0,4.56,0,50.34,0.0,1,19,0.0,0,,26,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,49.81,6.49,0.5,0.0,0,7.39,0.0,0.0,,10.0,0,50.15,0,0.0,0.0,0,,0.0,0.0,0.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,0.0,0,0.0,0
2020 0227 27,0.0,0.0,0.0,33.35,0.0,5.06,0,50.34,0.0,1,0,0.0,0,,26,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,49.81,6.99,1.0,0.0,0,7.39,0.0,0.0,,10.0,0,50.15,0,0.0,0.0,0,,0.0,0.0,0.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,1.0,0,0.0,0
2020 0228 28,0.0,0.0,0.0,33.35,0.0,5.57,0,50.34,0.0,1,0,0.0,0,,28,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,43.83,6.99,1.0,0.0,0,6.72,0.0,0.0,,10.5,0,50.15,0,0.0,0.0,0,,0.0,0.0,0.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,1.5,0,0.0,0
2020 0229 29,0.0,0.0,0.0,33.35,50.57,6.08,0,50.34,0.0,1,0,0.0,30,,100,0.0,0.0,0.0,0.0,64.86,0,,100,0,0,0.0,0.0,0,0.0,,15.44,7.49,1.49,0.0,0,7.39,0.0,0.0,,10.5,0,50.15,0,0.0,0.0,0,,0.5,0.0,0.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,1.5,0,0.0,0
2020 0301 01,0.0,0.0,0.0,33.35,50.57,6.58,0,50.34,0.0,1,0,0.0,2,,100,0.0,0.0,0.0,0.0,64.86,0,,100,0,0,0.0,0.0,0,0.0,,0.0,7.49,1.49,0.0,0,7.39,0.0,0.0,,11.0,0,50.15,0,0.0,0.0,0,,0.5,11.0,0.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,2.0,0,0.0,0
2020 0302 02,0.0,0.0,0.0,33.35,50.57,6.58,0,50.34,0.0,1,0,0.0,0,,100,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,0.0,7.49,1.49,0.0,0,8.06,0.0,0.0,,11.0,0,50.15,0,0.0,0.0,0,,1.0,0.0,0.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,2.5,0,0.0,0
2020 0303 03,0.0,0.0,0.0,33.35,50.57,7.09,0,50.34,0.0,1,0,0.0,0,,100,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,0.0,7.99,1.99,0.0,10,8.06,0.0,0.0,,11.0,0,50.15,0,0.0,0.0,0,,1.51,11.0,0.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,3.0,0,0.0,0
2020 0304 04,0.0,0.0,0.0,33.35,50.57,7.6,0,50.34,0.0,1,0,0.0,0,,100,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,0.0,7.99,1.99,0.0,0,8.06,0.0,0.0,,11.0,0,50.15,0,33.37,0.0,0,,2.01,0.0,0.5,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,4.0,0,0.0,0
2020 0305 05,0.0,0.5,0.0,33.35,50.57,8.1,0,50.34,0.0,1,0,0.0,0,,100,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,0.0,8.49,1.99,0.0,10,67.15,0.0,0.0,,11.5,0,50.15,0,33.37,0.0,0,,2.01,10.0,6.99,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,4.0,0,0.0,0
2020 0306 06,0.0,0.5,0.0,33.35,50.57,9.12,0,50.34,0.0,10,0,0.0,0,,100,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,0.0,8.49,2.49,0.0,0,67.15,0.0,0.0,,11.5,0,50.15,0,33.37,0.0,0,,2.51,0.0,1.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,5.0,0,0.0,0
2020 0307 07,0.0,1.0,0.0,33.35,50.57,9.12,0,50.34,0.0,1,20,10.04,0,,100,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,0.0,8.49,2.49,0.0,10,67.15,0.0,0.0,,11.5,0,50.15,0,33.37,10.25,0,,2.51,10.0,13.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,5.0,0,0.0,0
2020 0308 08,0.0,1.0,0.0,33.35,50.57,9.62,0,50.34,0.0,1,2,0.0,0,,100,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,0.0,12.49,2.49,0.0,14,67.15,0.0,0.0,,12.0,0,50.15,0,29.37,7.69,0,,3.01,10.0,13.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,37.47,0,0.0,0
2020 0309 09,0.0,1.0,0.0,33.35,50.57,50.64,0,50.34,0.0,2,0,0.0,0,,100,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,0.0,8.98,2.99,0.0,3,67.15,0.0,0.0,,11.5,0,50.15,0,9.01,4.1,0,,3.01,0.0,13.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,49.96,0,0.0,0
2020 0310 10,0.0,1.5,0.0,33.35,50.57,50.64,0,50.34,0.0,2,0,0.0,0,,100,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,0.0,8.98,2.99,0.0,0,67.15,0.0,0.0,,12.0,0,50.15,0,0.0,0.0,0,,3.51,0.0,2.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,49.96,0,0.0,0
2020 0311 11,0.0,1.5,0.0,33.35,50.57,50.64,0,50.84,0.0,2,0,0.0,0,,100,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,0.0,9.48,2.99,0.0,0,67.15,0.0,0.0,,12.0,0,50.15,0,0.0,0.0,0,,4.02,0.0,2.0,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,49.96,0,0.0,0
2020 0312 12,0.0,1.5,0.0,33.35,50.57,50.64,0,50.84,0.0,2,0,0.0,0,,100,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,0.0,9.48,2.99,0.0,9,67.15,0.0,0.0,,12.0,0,50.15,0,0.0,0.0,0,,4.02,10.0,6.5,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,49.96,0,0.0,0
2020 0313 13,54.05,1.99,0.0,33.35,50.57,50.64,0,37.25,0.0,2,0,0.0,0,,100,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,0.0,9.48,2.99,0.0,0,67.15,7.52,0.0,,23.0,0,50.15,0,0.0,0.0,0,,4.52,11.0,6.51,0,0.0,,0,0.0,0.0,49.6,0.0,,0.0,0,,49.96,0,0.0,0
2020 0314 14,54.05,1.99,0.0,33.35,50.57,50.64,27,10.07,0.0,2,0,0.0,0,,100,0.0,0.0,0.0,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,0.0,9.98,3.48,0.0,0,67.15,7.52,0.0,,13.0,32,50.15,0,0.0,0.0,45,,50.2,0.0,3.0,0,0.0,,0,0.0,50.38,49.6,0.0,,0.0,0,,49.96,0,0.0,0
2020 0315 15,54.05,2.49,0.0,33.35,50.57,50.64,27,0.0,0.0,2,0,0.0,0,,100,0.0,0.0,10.01,0.0,49.8,0,,100,0,0,0.0,0.0,0,0.0,,13.55,9.98,3.48,0.0,0,67.15,7.52,0.0,,17.5,4,50.15,0,0.0,0.0,5,,50.2,0.0,3.0,0,0.0,,0,0.0,50.38,49.6,0.0,,0.0,0,,49.96,0,0.0,0
2020 0316 16,54.05,2.49,0.0,33.35,50.57,50.64,15,0.0,0.0,2,0,0.0,0,,100,0.0,0.0,0.0,0.0,48.31,0,,100,0,0,0.0,0.0,0,0.0,,0.0,9.98,3.48,0.0,0,67.15,7.52,0.0,,13.0,1,50.15,0,0.33,0.0,12,,50.2,0.0,3.0,0,0.0,,0,0.0,50.38,49.6,0.0,,0.0,0,,49.96,0,0.0,0
2020 0317 17,54.05,2.49,0.0,33.35,50.57,50.64,0,0.0,0.0,1,0,0.0,0,,100,0.0,0.0,0.0,0.0,41.83,1,,100,0,0,0.0,0.0,0,0.0,,0.0,10.48,3.98,0.0,0,67.15,0.0,0.0,,13.5,0,50.15,0,0.0,0.0,0,,50.2,0.0,3.51,0,0.0,,0,0.0,50.38,49.6,0.0,,0.0,0,,49.96,0,0.0,0
2020 0318 18,54.05,2.99,0.0,33.35,50.57,50.64,0,0.0,0.0,2,0,0.0,0,,100,0.0,0.0,0.0,0.0,39.34,1,,100,0,0,0.0,0.0,0,0.0,,0.0,10.48,3.98,0.0,0,67.15,0.0,0.0,,13.0,0,50.15,0,0.0,0.0,0,,50.2,0.0,3.51,0,0.0,,0,0.0,50.38,49.6,0.0,,0.0,0,,49.96,0,0.0,0
2020 0319 19,54.05,3.49,0.0,33.35,50.57,50.64,0,0.0,0.0,1,0,0.0,0,,100,0.0,0.0,0.0,0.0,39.34,2,,100,0,0,0.0,0.0,0,0.0,,0.0,10.48,4.48,0.0,0,67.15,0.0,0.0,,13.0,0,50.15,0,0.0,0.0,0,,50.2,0.0,3.51,0,0.0,,0,1.98,50.38,43.65,0.0,,0.0,0,,49.96,0,0.0,0
2020 0320 20,54.05,3.99,0.0,33.35,50.57,50.64,0,0.0,0.0,1,0,0.0,0,,100,0.0,0.0,0.0,0.0,21.41,2,,100,0,0,0.0,0.0,0,0.0,,0.0,10.98,5.47,0.0,15,67.15,0.0,0.0,,13.5,0,50.15,0,0.0,0.0,6,,50.2,10.0,3.51,0,0.0,,0,1.49,50.38,15.87,0.0,,0.0,0,,49.96,0,0.0,0
2020 0321 21,54.05,3.99,0.0,33.35,50.57,50.64,0,0.0,0.0,1,0,0.0,0,,100,0.0,9.52,0.0,0.0,20.42,100,,100,0,0,0.0,0.0,0,0.0,,0.0,10.98,49.75,0.0,0,67.15,0.0,0.0,,13.5,0,50.15,0,0.0,0.0,0,,50.2,0.0,4.01,0,0.0,,0,1.49,50.38,0.0,0.0,,0.0,0,,49.96,0,0.0,0
2020 0322 22,54.05,4.49,0.0,33.35,50.57,50.64,0,0.0,0.0,25,0,0.0,0,,100,0.0,24.27,0.0,0.0,5.48,100,,100,0,0,0.0,0.0,0,0.0,,0.0,11.48,49.75,0.0,0,67.15,0.0,0.0,,14.0,0,50.15,0,0.0,0.0,0,,50.2,0.0,4.51,0,0.0,,0,2.48,50.38,0.0,0.0,,0.99,0,,49.96,0,0.0,0
2020 0323 23,54.05,4.49,0.0,33.35,50.57,50.64,0,0.0,0.0,2,0,0.0,0,,100,0.0,24.27,0.0,0.0,0.0,100,,100,0,0,0.0,0.0,0,0.0,,0.0,11.48,49.75,0.0,0,67.15,0.0,0.0,,14.0,0,50.65,0,0.0,0.0,0,,50.2,0.0,4.01,0,0.0,,1,2.48,50.38,0.0,0.0,,1.49,0,,49.96,0,0.0,0
2020 0324 24,54.05,4.49,0.0,33.35,40.46,50.64,0,0.0,0.0,2,0,0.0,0,,100,0.0,2.38,0.0,0.0,0.0,100,,100,0,100,0.0,0.0,0,0.0,,0.0,11.48,49.75,0.0,0,67.15,0.0,0.34,,14.5,0,50.65,0,0.0,0.0,0,,50.2,0.0,8.01,0,0.0,,1,1.98,50.38,0.0,0.0,,1.49,0,,49.96,0,0.0,0
2020 0325 25,54.05,4.98,0.0,33.35,61.45,50.64,0,0.0,0.0,4,0,0.0,0,,100,0.0,0.0,0.0,0.0,0.0,100,,100,0,92,0.0,0.0,0,0.0,,0.0,11.98,49.75,0.0,0,67.15,0.0,0.34,,14.0,0,50.65,0,0.0,0.0,0,,50.2,0.0,7.51,0,0.0,,2,3.96,50.38,0.0,0.0,,1.99,0,,49.96,0,0.0,0
2020 0326 26,54.05,4.98,0.0,27.68,50.57,50.64,0,0.0,0.0,7,0,0.0,0,,100,0.0,0.0,0.0,0.0,0.0,100,,100,0,10,0.0,0.0,0,0.0,,0.0,11.98,49.75,0.0,0,67.15,0.0,0.34,,14.0,0,46.64,0,0.0,0.0,0,,50.2,0.0,7.51,0,0.0,,2,3.96,50.38,0.0,0.0,,2.49,0,,49.96,0,0.0,0
2020 0327 27,54.05,5.48,0.0,26.68,50.57,46.08,0,0.0,0.0,1,0,0.0,0,,82,0.0,0.0,0.0,0.0,0.0,100,,100,0,0,0.0,0.0,0,0.0,,0.0,11.98,49.75,0.0,0,67.15,0.0,0.67,,14.5,0,21.06,0,0.0,2.44,0,,50.2,0.0,8.01,0,0.0,,2,4.95,50.38,0.0,0.0,,2.49,0,,49.96,0,0.0,0
2020 0328 28,54.05,5.98,0.0,23.68,35.4,25.32,0,0.0,0.0,1,0,0.0,0,,25,0.0,0.0,0.0,0.0,0.5,100,,100,0,0,0.0,0.0,0,0.0,,0.0,49.92,49.75,0.0,7,67.15,0.0,1.01,,50.5,0,1.5,0,0.0,0.0,0,,50.2,10.0,7.51,2,0.0,,2,3.96,50.38,0.0,0.0,,2.98,0,,49.96,0,43.22,0
2020 0329 29,54.05,6.48,0.0,17.34,36.41,15.19,0,0.0,0.0,1,0,0.0,0,,4,0.0,0.0,0.0,0.0,0.5,100,,100,0,0,0.0,0.0,0,0.0,,0.0,49.92,49.75,0.0,15,67.15,0.0,1.01,,50.5,0,1.5,0,0.0,0.0,0,,50.2,11.0,7.51,2,0.0,,2,5.94,50.38,0.0,0.0,,24.87,0,,49.96,0,37.76,0
2020 0330 30,54.05,6.98,0.0,10.0,15.17,5.06,0,0.0,0.0,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,6.97,100,,100,0,0,0.0,0.0,0,0.0,,0.0,49.92,49.75,0.0,0,67.15,0.0,1.01,,50.5,0,1.5,0,0.0,0.0,0,,50.2,0.0,50.08,3,0.0,,3,6.93,50.38,0.0,0.0,,49.74,0,,49.96,0,13.41,0
2020 0331 31,54.05,6.48,0.0,4.67,10.11,0.0,0,0.0,0.0,1,0,0.0,0,,5,0.0,0.0,0.0,0.0,3.98,100,,100,0,0,0.0,0.0,0,0.0,,0.0,49.92,49.75,0.0,0,67.15,0.0,1.01,,50.5,0,1.99,0,0.0,0.0,0,,50.2,0.0,50.08,4,0.0,,4,5.94,50.38,0.0,0.0,,49.74,0,,49.96,0,0.0,0
2020 0401 01,54.16,6.98,0.0,0.0,0.5,0.0,0,0.0,0.0,1,0,0.0,0,,5,0.0,23.17,0.0,0.0,0.0,100,,100,0,0,,0.0,0,0.0,,0.0,49.95,49.99,0.0,15,64.49,0.0,1.01,,50.5,0,1.99,0,0.0,0.0,0,,50.23,10.52,50.08,5,0.0,,100,5.93,50.39,0.0,0.0,,49.88,0,,29.97,0,0.0,0
2020 0402 02,63.33,7.97,0.0,33.38,0.0,0.0,0,0.0,0.0,1,0,0.0,0,,5,0.0,23.64,0.0,0.0,0.0,100,,100,0,0,,0.0,0,0.0,,0.0,49.95,49.99,58.85,15,61.26,0.0,1.35,,50.5,0,1.99,0,0.0,0.0,0,,50.23,11.02,50.08,5,0.0,,100,7.41,50.39,0.0,0.0,,49.88,0,,9.99,0,0.0,0
2020 0403 03,54.16,8.47,0.49,33.38,4.51,0.0,0,0.0,0.0,2,0,0.0,0,,0,0.0,23.64,0.0,0.0,0.0,100,,100,0,0,,0.0,0,0.0,,0.0,49.95,49.99,58.85,15,52.88,0.0,1.35,,50.5,0,2.49,0,0.0,0.0,0,,50.23,10.02,50.08,6,0.0,,100,7.41,50.39,0.0,0.0,,49.88,0,,4.0,0,0.0,0
2020 0404 04,54.16,8.47,0.49,31.04,0.0,0.0,100,0.0,0.0,2,0,0.0,0,,0,0.0,13.9,0.0,0.0,0.0,100,,100,0,0,,0.0,0,0.0,,0.0,49.95,49.99,58.85,0,48.37,0.0,1.68,,50.5,0,2.49,0,33.38,0.0,0,,50.23,0.0,50.08,7,0.0,,100,7.91,50.39,0.0,0.0,,49.88,0,,3.0,0,0.0,0
2020 0405 05,54.16,8.97,0.49,33.38,6.52,0.0,100,0.0,0.0,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.0,100,,100,0,0,,0.0,0,0.0,,0.0,49.95,49.99,58.85,0,28.37,0.0,2.02,,50.5,0,2.99,0,33.38,0.0,0,,47.22,0.0,50.08,8,0.0,,100,8.4,50.39,0.0,0.0,,49.88,0,,3.5,0,0.0,0
2020 0406 06,54.16,9.47,0.99,31.38,0.0,0.0,100,0.0,0.0,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.0,100,,100,0,0,,0.0,0,0.0,,0.0,49.95,49.99,58.85,0,29.66,0.0,2.35,,50.5,0,3.49,0,33.38,0.0,0,,35.66,11.02,50.08,100,0.0,,100,8.9,50.39,0.0,0.0,,49.88,7,,0.5,0,0.0,0
2020 0407 07,54.16,9.97,1.48,19.03,0.0,0.0,80,0.0,0.0,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,0.0,100,,100,0,0,,0.0,0,0.0,,0.0,49.95,49.99,58.85,0,29.02,0.0,3.03,,50.5,0,3.99,0,33.38,0.0,0,,18.58,0.0,50.08,100,0.0,,100,9.39,50.39,0.0,0.0,,49.88,7,,0.0,0,0.0,0
2020 0408 08,54.16,10.47,1.98,1.67,20.06,0.0,1,0.0,0.0,1,0,0.0,0,,1,0.0,0.0,0.0,0.0,1.49,100,,100,0,0,,0.0,0,0.0,,0.0,49.95,49.99,58.85,0,3.22,0.0,2.69,,50.5,0,4.49,0,33.38,0.0,0,,13.06,0.0,50.08,100,32.0,,100,9.39,50.39,0.0,0.0,,49.88,9,,0.0,0,0.0,0
2020 0409 09,54.16,10.47,2.47,18.36,20.06,0.0,0,0.0,0.0,1,0,0.0,0,,5,0.0,0.0,0.0,0.0,1.0,100,,100,0,0,,0.0,0,0.0,,0.0,49.95,49.99,58.85,15,2.58,35.92,3.36,,50.5,0,4.49,0,33.38,0.0,0,,3.01,11.02,50.08,100,27.0,,100,10.38,50.39,0.0,1.0,,49.88,15,,0.0,0,0.0,0
2020 0410 10,54.16,10.47,3.46,0.0,20.06,0.0,0,0.0,0.0,1,0,0.0,0,,5,0.0,0.0,0.0,0.0,3.98,100,,100,0,0,,0.0,0,0.0,,0.0,49.95,49.99,58.85,0,0.0,49.89,3.36,,50.5,0,4.98,0,33.38,0.0,0,,0.0,0.0,50.08,100,5.0,,100,9.88,50.39,0.0,1.5,,49.88,15,,0.0,0,0.0,0
2020 0411 11,54.16,17.44,3.95,0.0,14.55,0.0,0,0.0,0.0,1,0,0.0,0,,7,0.0,0.0,0.0,0.0,3.98,100,,100,0,0,,0.0,0,0.0,,0.0,49.95,49.99,50.61,0,0.0,49.89,33.63,,50.5,0,49.85,0,33.38,0.0,0,,0.0,0.0,50.08,100,4.0,,100,49.42,50.39,0.0,1.5,,49.88,100,,0.0,0,0.0,0
2020 0412 12,54.16,49.83,4.44,0.0,11.04,0.0,0,0.0,0.0,1,0,0.0,0,,5,0.0,0.0,0.0,0.0,3.49,100,,100,0,0,,0.0,0,0.0,,0.0,49.95,49.99,10.01,17,8.88,49.89,33.63,,50.5,0,49.85,0,33.38,0.0,0,,0.0,8.02,50.08,100,4.0,,100,49.42,50.39,0.0,2.0,,49.88,100,,0.0,0,0.0,0
2020 0413 13,54.16,49.83,4.94,0.0,15.05,0.0,0,0.0,0.0,1,0,0.0,0,,1,0.0,0.0,0.0,0.0,1.49,100,,100,0,0,,0.0,0,0.0,,0.0,41.96,49.99,10.01,0,0.0,49.89,33.63,,50.5,0,49.85,0,33.38,0.0,2,,15.93,0.0,50.08,100,4.0,,100,49.42,50.39,0.0,2.5,,49.88,100,,0.0,0,0.0,0
2020 0414 14,54.16,49.83,5.43,0.33,4.51,0.0,0,0.0,0.5,1,0,0.0,0,,1,0.0,0.0,0.0,0.0,0.0,100,,100,0,0,,0.0,0,0.0,,0.0,19.48,25.5,58.85,0,0.0,49.89,33.63,,50.5,0,49.85,0,33.38,0.0,0,,0.0,0.0,47.58,100,35.0,,100,49.42,50.39,0.0,3.0,,49.88,100,,0.0,0,0.0,0
2020 0415 15,54.16,49.83,8.39,0.0,4.51,0.0,0,0.0,0.5,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,50.2,100,,100,0,0,,0.0,0,20.25,,0.0,2.0,2.5,53.56,0,0.0,49.89,33.63,,50.5,0,49.85,0,33.38,0.0,0,,0.0,0.0,42.07,100,16.0,,100,49.42,50.39,0.0,3.5,,49.88,100,,0.0,0,0.0,0
2020 0416 16,54.16,49.83,12.34,0.33,12.54,0.0,0,0.0,0.5,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,73.11,100,,100,0,0,,0.0,0,20.25,,0.0,0.0,0.0,0.0,0,0.0,49.89,33.63,,51.0,0,49.85,0,33.38,0.0,0,,0.0,0.0,37.56,100,0.0,,100,49.42,50.39,0.0,3.5,,49.88,100,,0.0,0,0.0,0
2020 0417 17,54.16,49.83,8.39,0.33,1.0,0.0,0,0.0,0.5,1,0,0.0,0,,0,0.0,0.0,0.0,0.0,50.2,100,,100,0,0,,0.0,0,20.25,,0.0,0.0,0.0,0.0,0,0.0,49.89,33.63,,51.0,0,49.85,0,33.38,0.0,0,,0.0,0.0,8.01,100,0.0,,100,49.42,37.79,0.0,4.0,,49.88,100,,0.0,0,0.0,0
2020 0418 18,54.16,49.83,8.39,0.33,2.01,0.0,0,0.0,1.51,1,0,0.0,0,,0,0.0,0.0,0.0,1.0,54.68,100,,100,0,0,,0.0,0,0.0,,0.0,0.0,0.0,0.0,20,0.0,9.98,33.63,,50.5,0,49.85,0,33.38,0.0,0,,0.0,10.02,0.0,100,0.0,,100,49.42,39.3,0.0,4.5,,49.88,100,,0.0,0,0.0,0
2020 0419 19,54.16,49.83,8.39,0.33,7.52,0.0,0,0.0,1.51,1,0,0.0,0,,0,0.0,0.0,0.0,2.0,50.2,100,,100,0,0,,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,4.99,33.63,,51.0,0,49.85,0,33.38,0.0,0,,0.0,0.0,9.52,100,0.0,,100,49.42,43.33,0.0,5.0,,49.88,100,,0.0,0,0.0,0
2020 0420 20,54.16,49.83,49.38,0.33,0.0,0.0,0,0.0,1.51,1,0,49.79,0,,0,0.0,0.0,0.0,2.0,50.2,100,,100,0,0,,0.0,0,0.0,,0.0,0.0,0.5,0.0,0,0.0,4.99,33.63,,50.5,0,49.85,0,33.38,0.0,0,,0.0,0.0,0.0,100,0.0,,100,49.42,42.33,0.0,5.5,,49.88,100,,0.0,0,0.0,0
2020 0421 21,49.83,49.83,49.38,0.0,1.0,0.0,0,0.0,1.51,1,0,49.79,0,,0,0.0,0.0,0.0,40.0,50.2,100,,100,0,0,,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,33.63,,50.5,0,49.85,0,33.38,0.0,0,,0.0,0.0,0.0,100,0.0,,100,49.42,12.09,0.0,5.5,,49.88,100,,0.0,0,0.0,0
2020 0422 22,38.45,49.83,49.38,0.33,0.0,0.0,0,0.0,1.51,2,0,49.79,0,,0,0.0,0.0,0.0,50.0,51.19,100,,100,0,0,,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,33.63,,50.5,0,49.85,0,33.38,0.0,0,,0.0,11.02,27.55,100,0.0,,100,49.42,3.02,0.0,6.0,,49.88,100,,0.0,0,0.0,0
2020 0423 23,24.37,49.83,49.38,0.33,0.0,0.0,0,0.0,1.51,2,0,49.79,0,,0,0.0,0.0,0.0,16.0,49.69,100,,100,0,0,,0.0,0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.5,33.63,,50.5,0,49.85,0,33.38,0.0,0,,0.0,0.0,0.0,100,0.0,,100,49.42,0.0,0.0,6.5,,48.88,100,,0.0,0,0.0,0
2020 0424 24,5.42,49.83,49.38,5.01,0.0,0.0,0,0.0,2.01,2,0,49.79,0,,0,0.0,0.0,0.0,10.0,38.15,100,,100,0,0,,0.0,0,0.0,,0.0,0.0,0.0,41.15,0,0.0,0.0,33.63,,49.0,0,49.85,0,33.38,0.0,0,,0.0,0.0,2.5,100,0.0,,100,49.42,0.0,0.0,6.5,,49.88,100,,0.0,0,0.0,0
2020 0425 25,2.71,49.83,49.38,17.33,0.0,4.94,0,0.0,3.01,2,0,49.79,0,,0,0.0,0.0,0.0,2.0,20.08,100,,100,0,0,,0.0,0,0.0,,0.0,0.0,0.0,41.15,0,0.0,0.0,33.63,,42.0,0,49.85,0,33.38,0.0,0,,0.0,0.0,0.0,100,0.0,,100,49.42,0.0,0.0,7.0,,47.39,100,,0.0,0,0.0,0
2020 0426 26,0.0,49.83,49.38,13.35,0.0,0.0,0,0.0,2.51,2,0,49.79,0,,0,0.0,0.0,0.0,0.0,13.55,100,,100,0,0,,0.0,0,0.0,,0.0,0.0,0.0,41.15,0,0.0,0.0,33.63,,42.5,0,49.85,0,33.38,0.0,0,,0.0,0.0,0.0,100,0.0,,100,49.42,0.0,0.0,7.5,,25.94,100,,0.0,0,0.0,0
