date,Plant ID,diversion_rate_kgM,withdrawal_rate_kgM,discharge_rate_kgM,consumption_rate_kgM,avg_intake_temp_C,max_intake_temp_C,avg_discharge_temp_C,max_discharge_temp_C,Nameplate Capacity (MW),max_withdrawal_rate_kgM,elc_mmbtu_in,elc_mwh_out,elc_in_kj,elc_out_kj,modeled_discharge_temp,R_combined,temp_limit
2016-01-31,6045.0,0.0,172208056550.40002,172208056550.40002,0.0,25.0,26.666666666666668,37.22222222222222,104.0,2160.0,173269800844.416,15624454.0,1493947.0,16485355920281.36,5378209200000.0,38.86987292394314,0.10090909090909092,33.3
2016-02-29,6045.0,0.0,155776846924.8,155776846924.8,0.0,22.22222222222222,24.444444444444446,36.11111111111112,101.0,2160.0,162091104015.744,14739424.0,1409324.0,15551561078546.307,5073566400000.0,36.686564939028585,0.10090909090909092,33.3
2016-03-31,6045.0,0.0,173196839692.8,173196839692.8,0.0,22.77777777777778,25.0,36.66666666666667,102.0,2160.0,173269800844.416,15665933.0,1497913.0,16529120398593.201,5392486800000.0,36.60507846370676,0.10090909090909092,33.3
2016-04-30,6045.0,0.0,162717717887.99997,162717717887.99997,0.0,25.0,27.222222222222225,38.88888888888889,106.0,2160.0,167680452430.08,15154501.0,1449012.0,15989508675263.775,5216443200000.0,39.23730843373053,0.10090909090909092,33.3
2016-05-31,6045.0,0.0,173317185561.6,173317185561.6,0.0,26.666666666666668,28.333333333333336,40.55555555555556,109.0,2160.0,173269800844.416,15592880.0,1490928.0,16452042203985.934,5367340800000.0,40.419931617017895,0.10090909090909092,33.3
2016-06-30,6045.0,0.0,166658318207.99997,166658318207.99997,0.0,28.333333333333336,30.55555555555556,41.11111111111112,112.0,2160.0,167680452430.08,14980168.0,1432343.0,15805569988276.67,5156434800000.0,42.07409428634664,0.10090909090909092,33.3
2016-07-31,6045.0,0.0,172208056550.40002,172208056550.40002,0.0,27.77777777777778,30.55555555555556,41.66666666666667,112.0,2160.0,173269800844.416,15492060.0,1481288.0,16345667057444.314,5332636800000.0,41.53012426469122,0.10090909090909092,33.3
2016-08-31,6045.0,0.0,165500243020.8,165500243020.8,0.0,27.222222222222225,30.0,37.77777777777778,107.0,2160.0,173269800844.416,8256080.0,789413.0,8710987104337.632,2841886800000.0,34.84821403763726,0.10090909090909092,33.3
2016-09-30,6045.0,0.0,155848306176.0,155848306176.0,0.0,29.444444444444446,32.77777777777778,42.77777777777778,112.0,2160.0,167680452430.08,13577839.0,1298258.0,14325973153575.615,4673728800000.0,42.76277102854448,0.10090909090909092,33.3
2016-10-31,6045.0,0.0,85088725401.59999,85088725401.59999,0.0,26.666666666666668,30.0,35.55555555555556,108.0,2160.0,173269800844.416,5704373.0,543538.0,6018681946072.685,1956736800000.0,36.932293544088054,0.10090909090909092,33.3
2016-11-30,6045.0,0.0,148944946176.0,148944946176.0,0.0,25.0,26.11111111111111,37.77777777777778,104.0,2160.0,167680452430.08,12538599.0,1198890.0,13229471395076.201,4316004000000.0,37.868986558252644,0.10090909090909092,33.3
2016-12-31,6045.0,0.0,172208056550.40002,172208056550.40002,0.0,24.444444444444446,26.666666666666668,37.77777777777778,105.0,2160.0,173269800844.416,15705622.0,1501708.0,16570996248534.582,5406148800000.0,38.386370235667165,0.10090909090909092,33.3
2017-01-31,6045.0,0.0,172208006196.47998,172208006196.47998,0.0,23.333333333333336,25.0,37.22222222222222,102.0,2160.0,173269800844.416,15506714.0,1482601.0,16361128487690.506,5337363600000.0,37.09908854427423,0.10090909090909092,33.3
2017-02-28,6045.0,0.0,128506073471.99998,128506073471.99998,0.0,23.333333333333336,24.444444444444446,35.55555555555556,101.0,2160.0,156501755601.40802,10014552.0,957494.0,10566350293083.234,3446978400000.0,35.24689081883086,0.10090909090909092,33.3
2017-03-31,6045.0,0.0,173196873262.08002,171518409262.08002,0.0,23.333333333333336,25.55555555555556,35.55555555555556,103.0,2160.0,173269800844.416,9227460.0,882240.0,9735889800703.4,3176064000000.0,26.50576635457329,0.10090909090909092,33.3
2017-04-30,6045.0,0.0,170541937382.4,170541937382.4,0.0,25.0,26.666666666666668,38.88888888888889,104.0,2160.0,167680452430.08,15146208.0,1448133.0,15980758733880.42,5213278800000.0,38.57707814478454,0.10090909090909092,33.3
2017-05-31,6045.0,0.0,173318326917.12,173318326917.12,0.0,25.0,27.222222222222225,38.333333333333336,106.0,2160.0,173269800844.416,15634450.0,1494814.0,16495902696365.766,5381330400000.0,38.790236235397906,0.10090909090909092,33.3
2017-06-30,6045.0,0.0,166658236992.0,166658236992.0,0.0,25.0,28.333333333333336,38.333333333333336,108.0,2160.0,167680452430.08,15158675.0,1449325.0,15993912661195.78,5217570000000.0,38.90490570336073,0.10090909090909092,33.3
2017-07-31,6045.0,0.0,172208006196.47998,172208006196.47998,0.0,25.55555555555556,28.333333333333336,39.44444444444444,108.0,2160.0,173269800844.416,15628813.0,1494275.0,16489955099648.3,5379390000000.0,39.4297011832227,0.10090909090909092,33.3
2017-08-31,6045.0,0.0,169433119157.76,169433119157.76,0.0,27.222222222222225,30.0,41.11111111111112,111.0,2160.0,173269800844.416,15522570.0,1484117.0,16377858147713.951,5342821200000.0,41.227732110846254,0.10090909090909092,33.3
2017-09-30,6045.0,0.0,166658236992.0,166658236992.0,0.0,28.88888888888889,30.55555555555556,42.77777777777778,112.0,2160.0,167680452430.08,14464680.0,1382972.0,15261678780773.74,4978699200000.0,42.15719947584797,0.10090909090909092,33.3
2017-10-31,6045.0,0.0,172208006196.47998,172208006196.47998,0.0,27.77777777777778,30.0,41.11111111111112,110.0,2160.0,173269800844.416,14641242.0,1399853.0,15447969284876.906,5039470800000.0,40.775228622929305,0.10090909090909092,33.3
2017-11-30,6045.0,0.0,169433111577.6,169433111577.6,0.0,25.0,26.666666666666668,38.88888888888889,105.0,2160.0,167680452430.08,15162838.0,1449723.0,15998305041031.652,5219002800000.0,38.68093569588319,0.10090909090909092,33.3
2017-12-31,6045.0,0.0,172208006196.47998,172208006196.47998,0.0,23.333333333333336,26.11111111111111,37.22222222222222,103.0,2160.0,173269800844.416,15713511.0,1502373.0,16579319929660.021,5408542800000.0,37.28266779842032,0.10090909090909092,33.3
2018-01-31,6045.0,0.0,172208056550.40002,172208056550.40002,0.0,20.0,23.88888888888889,33.333333333333336,99.0,2160.0,173269800844.416,15801365.0,1511420.0,16672014654161.781,5441112000000.0,34.02441117933245,0.10090909090909092,33.3
