date,Plant ID,diversion_rate_kgM,withdrawal_rate_kgM,discharge_rate_kgM,consumption_rate_kgM,avg_intake_temp_C,max_intake_temp_C,avg_discharge_temp_C,max_discharge_temp_C,Nameplate Capacity (MW),max_withdrawal_rate_kgM,elc_mmbtu_in,elc_mwh_out,elc_in_kj,elc_out_kj,modeled_discharge_temp,R_combined,temp_limit
2016-01-31,46.0,0.0,354826618214.4,354761997350.4,64620863.99999999,10.0,15.0,15.0,59.0,3494.0,332301344317.056,24545455.0,2346937.0,25897900937866.355,8448973200000.0,13.595261941111175,0.6861818181818182,32.0
2016-02-29,46.0,0.0,332607241727.99994,331874126553.6,733115174.3999999,9.444444444444445,10.555555555555555,11.666666666666668,55.0,3494.0,310862547909.504,20016211.0,1913869.0,21119097186400.938,6889928400000.0,11.491491786680635,0.6861818181818182,32.0
2016-03-31,46.0,0.0,355625902771.19995,354761997350.4,863905420.8,15.555555555555555,16.666666666666668,20.0,71.0,3494.0,332301344317.056,17609886.0,1683786.0,18580184525205.156,6061629600000.0,16.928050011910017,0.6861818181818182,32.0
2016-04-30,46.0,0.0,318822016895.99994,318716436095.99994,105580800.0,21.666666666666668,22.22222222222222,26.11111111111111,81.0,3494.0,321581946113.28,25149560.0,2404699.0,26535291910902.7,8656916400000.0,25.705479161969997,0.6861818181818182,32.0
2016-05-31,46.0,0.0,332082927475.2,331986247948.8,96679526.4,26.666666666666668,27.77777777777778,26.666666666666668,87.0,3494.0,332301344317.056,25806804.0,2467542.0,27228749824150.06,8883151200000.0,30.665020097370693,0.6861818181818182,32.0
2016-06-30,46.0,0.0,343886411520.0,343318061952.0,568349567.9999999,30.55555555555556,30.55555555555556,30.55555555555556,90.0,3494.0,321581946113.28,24562586.0,2348575.0,25915975849941.383,8454870000000.0,33.53032633256251,0.6861818181818182,32.0
2016-07-31,46.0,0.0,353043753753.6,352943717299.19995,100036454.4,31.111111111111114,31.666666666666668,31.666666666666668,90.0,3494.0,332301344317.056,23259049.0,2223936.0,24540614419695.195,8006169600000.0,34.48326139199921,0.6861818181818182,32.0
2016-08-31,46.0,0.0,326974186598.4,326519490700.80005,454695897.6,31.666666666666668,31.666666666666668,31.666666666666668,91.0,3494.0,332301344317.056,24125232.0,2306757.0,25454523798358.734,8304325200000.0,34.90174019285352,0.6861818181818182,32.0
2016-09-30,46.0,0.0,317014148735.99994,316900283904.0,113864832.0,30.0,30.55555555555556,31.111111111111114,89.0,3494.0,321581946113.28,22653941.0,2166078.0,23902165181711.605,7797880800000.0,33.631219005186566,0.6861818181818182,32.0
2016-10-31,46.0,0.0,254371722739.2,253273168051.2,1098554687.9999998,23.88888888888889,25.0,27.222222222222225,82.0,3494.0,332301344317.056,17043380.0,1629619.0,17982464243845.25,5866628400000.0,25.24265760462575,0.6861818181818182,32.0
