date,Plant ID,diversion_rate_kgM,withdrawal_rate_kgM,discharge_rate_kgM,consumption_rate_kgM,avg_intake_temp_C,max_intake_temp_C,avg_discharge_temp_C,max_discharge_temp_C,Nameplate Capacity (MW),Plant Name,State,max_withdrawal_rate_kgM,elc_mmbtu_in,elc_mwh_out
2016-01-01,6038,0.0,294340146739.19995,294340146739.19995,0.0,12.77777777777778,17.22222222222222,22.22222222222222,79.0,2440.6,McGuire,NC,341063884800.0,18559425.0,1774577.0
2016-02-01,6038,0.0,257789768486.4,257789768486.4,0.0,10.555555555555555,14.444444444444445,20.55555555555556,73.0,2440.6,McGuire,NC,319059763200.0,17394839.0,1663224.0
2016-03-01,6038,0.0,236685244032.0,236685244032.0,0.0,13.333333333333334,18.88888888888889,22.22222222222222,79.0,2440.6,McGuire,NC,341063884800.0,14607092.0,1396671.0
2016-04-01,6038,0.0,253626685056.0,253626685056.0,0.0,17.22222222222222,22.77777777777778,24.444444444444446,85.0,2440.6,McGuire,NC,330061824000.0,12779970.0,1221969.0
2016-05-01,6038,0.0,341091411609.6,341091411609.6,0.0,21.666666666666668,25.55555555555556,30.0,91.0,2440.6,McGuire,NC,341063884800.0,18501557.0,1769044.0
2016-06-01,6038,0.0,319388417280.0,319388417280.0,0.0,25.55555555555556,30.0,33.88888888888889,99.0,2440.6,McGuire,NC,330061824000.0,17721437.0,1694452.0
2016-07-01,6038,0.0,341531504870.4,341531504870.4,0.0,28.88888888888889,31.666666666666668,37.22222222222222,102.0,2440.6,McGuire,NC,341063884800.0,18065406.0,1727341.0
2016-08-01,6038,0.0,340758572198.4,340758572198.4,0.0,29.444444444444446,32.22222222222222,37.22222222222222,103.0,2440.6,McGuire,NC,341063884800.0,18016607.0,1722675.0
2016-09-01,6038,0.0,319301841024.0,319301841024.0,0.0,28.88888888888889,31.111111111111114,36.66666666666667,101.0,2440.6,McGuire,NC,330061824000.0,17536384.0,1676758.0
2016-10-01,6038,0.0,317802220070.4,317802220070.4,0.0,24.444444444444446,28.333333333333336,33.333333333333336,97.0,2440.6,McGuire,NC,341063884800.0,18310858.0,1750810.0
2016-11-01,6038,0.0,275985774720.0,275985774720.0,0.0,20.0,23.88888888888889,29.444444444444446,91.0,2440.6,McGuire,NC,330061824000.0,17917764.0,1713224.0
2016-12-01,6038,0.0,294236249817.6,294236249817.6,0.0,15.555555555555555,18.88888888888889,25.0,82.0,2440.6,McGuire,NC,341063884800.0,18548621.0,1773544.0
2017-01-01,6038,0.0,294492215577.6,294492215577.6,0.0,12.77777777777778,15.555555555555555,22.22222222222222,75.0,2440.6,McGuire,NC,341063884800.0,18543825.0,1772980.0
2017-02-01,6038,0.0,240680995430.4,240680995430.4,0.0,12.77777777777778,15.555555555555555,21.11111111111111,75.0,2440.6,McGuire,NC,308057702400.0,15190931.0,1452409.0
2017-03-01,6038,0.0,292000535769.6,292000535769.6,0.0,13.88888888888889,16.666666666666668,21.666666666666668,76.0,2440.6,McGuire,NC,341063884800.0,14112522.0,1349302.0
2017-04-01,6038,0.0,230809049856.0,230809049856.0,0.0,17.77777777777778,21.666666666666668,24.444444444444446,84.0,2440.6,McGuire,NC,330061824000.0,11064324.0,1057863.0
2017-05-01,6038,0.0,343726600089.6,343726600089.6,0.0,21.11111111111111,25.0,28.88888888888889,88.0,2440.6,McGuire,NC,341063884800.0,18449399.0,1763952.0
