date,Plant ID,diversion_rate_kgM,withdrawal_rate_kgM,discharge_rate_kgM,consumption_rate_kgM,avg_intake_temp_C,max_intake_temp_C,avg_discharge_temp_C,max_discharge_temp_C,Nameplate Capacity (MW),Plant Name,State,max_withdrawal_rate_kgM,elc_mmbtu_in,elc_mwh_out
2016-01-01,6026,6497334143.999999,137969740800.0,3440347660.8,3056986483.2,2.2222222222222223,5.0,12.77777777777778,58.0,2340.0,LaSalle Generating Station,IL,6930790758.143999,18002708.0,1721346.0
2016-02-01,6026,9757544716.8,103254773760.0,4208071680.0,5549473036.8,4.444444444444445,7.777777777777779,12.222222222222223,55.0,2340.0,LaSalle Generating Station,IL,6483642967.2960005,12266353.0,1172859.0
2016-03-01,6026,10070784000.0,126086215680.0,7417803801.599999,2652980198.4,10.0,12.77777777777778,15.0,67.0,2340.0,LaSalle Generating Station,IL,6930790758.143999,12244024.0,1170724.0
2016-04-01,6026,9745920000.0,209537280000.0,5590422143.999999,4155497856.0,13.333333333333334,18.88888888888889,20.55555555555556,84.0,2340.0,LaSalle Generating Station,IL,6707216862.72,17577392.0,1680679.0
2016-05-01,6026,10070784000.0,216521856000.0,5460379084.8,4610404915.199999,17.22222222222222,24.444444444444446,24.444444444444446,87.0,2340.0,LaSalle Generating Station,IL,6930790758.143999,18003847.0,1721455.0
2016-06-01,6026,9745920000.0,209537280000.0,4280083200.0,5465836800.0,25.55555555555556,28.333333333333336,31.111111111111114,96.0,2340.0,LaSalle Generating Station,IL,6707216862.72,15917888.0,1522004.0
2016-07-01,6026,10070784000.0,216521856000.0,5560583385.599999,4510200614.4,27.77777777777778,29.444444444444446,32.77777777777778,102.0,2340.0,LaSalle Generating Station,IL,6930790758.143999,17601572.0,1682991.0
2016-08-01,6026,10070784000.0,216521856000.0,5574178943.999999,4496605056.0,26.666666666666668,30.55555555555556,33.88888888888889,100.0,2340.0,LaSalle Generating Station,IL,6930790758.143999,17530893.0,1676233.0
2016-09-01,6026,9745920000.0,209537280000.0,4946054400.0,4799865600.0,23.88888888888889,27.222222222222225,30.0,92.0,2340.0,LaSalle Generating Station,IL,6707216862.72,17171863.0,1641904.0
2016-10-01,6026,649733414.3999999,216521856000.0,776457446.3999999,0.0,17.22222222222222,20.55555555555556,25.0,82.0,2340.0,LaSalle Generating Station,IL,6930790758.143999,18062771.0,1727089.0
2016-11-01,6026,2436480000.0,209537280000.0,16243200.0,2420236800.0,11.11111111111111,16.11111111111111,20.0,73.0,2340.0,LaSalle Generating Station,IL,6707216862.72,17615095.0,1684284.0
