modeled_air_temps,simID,mean,modeled_stream_temps,flow_rate,derate
2.275365069638239,0,2.0,6.0417351184881225,,0.0
23.025947411784927,0,2.0,13.795484829542136,,0.0
12.742050660842613,0,2.0,9.952760796724505,,0.0
22.810521337922406,0,2.0,13.714987818401763,,0.0
12.309034851019193,0,2.0,9.7909582913808,,0.0
9.239064934096685,0,2.0,8.643820444172803,,0.0
-2.179297089478956,0,2.0,4.377187354980637,,0.0
20.72448815552967,0,2.0,12.935511902086178,,0.0
18.970801544892073,0,2.0,12.280222000997847,,0.0
-0.18347738237755173,0,2.0,5.122953725393376,,0.0
6.862418675340264,0,2.0,7.75575282571946,,0.0
10.004889800967446,0,2.0,8.929981778939606,,0.0
-5.423641292342857,0,2.0,3.1648920800465206,,0.0
7.524366977236872,0,2.0,8.003099207133474,,0.0
6.707982426143292,0,2.0,7.698045528505197,,0.0
1.7090547829234701,0,2.0,5.830125239325218,,0.0
14.845434269361599,0,2.0,10.738719946105302,,0.0
11.836899975995852,0,2.0,9.614538391908617,,0.0
-3.3243448216804605,0,2.0,3.9493240123375997,,0.0
16.760178732908958,0,2.0,11.454191400649393,,0.0
17.290950487481872,0,2.0,11.652521802697743,,0.0
-0.761039872845096,0,2.0,4.907139300538297,,0.0
18.756922513093624,0,2.0,12.200303064089777,,0.0
19.105255748154537,0,2.0,12.33046272304153,,0.0
23.979621036297424,0,2.0,14.151838519697833,,0.0
10.177796464791118,0,2.0,8.99459080882399,,0.0
13.734893864269962,0,2.0,10.32375075617546,,0.0
10.501795429718415,0,2.0,9.115657622239835,,0.0
18.87709199016573,0,2.0,12.245206095376414,,0.0
16.19361520359314,0,2.0,11.242486893793043,,0.0
17.394427219093075,0,2.0,11.691187352637591,,0.0
12.71195838826339,0,2.0,9.941516391822084,,0.0
32.49465756217131,0,2.0,17.33360281495851,,0.0
5.299684642679954,0,2.0,7.171815066556764,,0.0
6.354590035013586,0,2.0,7.56599544405792,,0.0
15.259787679420192,0,2.0,10.8935489808062,,0.0
32.41253175630844,0,2.0,17.302915341567175,,0.0
9.487013199159495,0,2.0,8.736469833808595,,0.0
16.668686411673434,0,2.0,11.420003995802315,,0.0
6.724349012390469,0,2.0,7.704161135830937,,0.0
15.365538533174131,0,2.0,10.9330642887729,,0.0
6.243052619891175,0,2.0,7.5243179052776945,,0.0
12.668925894322676,0,2.0,9.925436689481343,,0.0
15.47207059714593,0,2.0,10.972871507029208,,0.0
10.794884252302051,0,2.0,9.22517442210358,,0.0
-12.41631392266201,0,2.0,0.5519806690396658,,0.0
12.44478613286037,0,2.0,9.841683685251473,,0.0
8.953519122246941,0,2.0,8.537122197366223,,0.0
12.569204829228212,0,2.0,9.888174497658817,,0.0
10.931413685847504,0,2.0,9.276190583406834,,0.0
19.245566932871075,0,2.0,12.382891989363554,,0.0
-0.29400775510451993,0,2.0,5.081652482302299,,0.0
18.20158919346094,0,2.0,11.992794884529207,,0.0
6.685528959829657,0,2.0,7.689655472020474,,0.0
12.654080962414614,0,2.0,9.91988966990402,,0.0
-5.456914495965584,0,2.0,3.1524590750965076,,0.0
11.016463276548421,0,2.0,9.307970570515103,,0.0
8.658936078890001,0,2.0,8.427047060695433,,0.0
15.640115109786226,0,2.0,11.0356637250906,,0.0
4.341108627091306,0,2.0,6.813629528370809,,0.0
15.451464104580364,0,2.0,10.965171598508975,,0.0
7.280002011169778,0,2.0,7.911788768043482,,0.0
13.445882497114725,0,2.0,10.21575755542467,,0.0
